Title,Time,Artist,Album,Genre,Plays
Let's Nacho,3:35,"Nucleya, Benny Dayal & Badshah",Kapoor & Sons (Since 1921) [Original Motion Picture Soundtrack],Bollywood,17
Levitating (feat. DaBaby),3:23,Dua Lipa,Levitating (feat. DaBaby) - Single,Pop,66
Life Goes On,2:42,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Alternative,5
Life Is Good (feat. Drake),3:58,Future,Life Is Good (feat. Drake) - Single,Hip-Hop/Rap,10
Liggi,3:01,Ritviz,Liggi - Single,Indian,42
Light Switch,3:06,Charlie Puth,Light Switch - Single,Pop,
Like You (feat. Loco Ink) [Tere Jaisi],3:11,Garry Sandhu & Rahul Sathu,Like You (feat. Loco Ink) [Tere Jaisi] - Single,Regional Indian,2
Lo Maan Liya,5:00,Arijit Singh,Raaz Reboot (Original Motion Picture Soundtrack),Bollywood,31
Loca,3:30,Yo Yo Honey Singh & Simar Kaur,Loca - Single,Indian Pop,1
Loca (feat. El Cata),3:04,Shakira,Sale el Sol (Bonus Track Edition),Pop Latino,
Locked Away (feat. Adam Levine),3:47,R. City,What Dreams Are Made Of,Pop,6
Loco Contigo (feat. Tyga),3:05,DJ Snake & J Balvin,Loco Contigo (feat. Tyga) - Single,Urbano latino,2
LOL,3:02,Payal Dev & Dev Negi,Ginny Weds Sunny (Original Motion Picture Soundtrack) - EP,Bollywood,2
London Thumakda,3:50,"Labh Janjua, Sonu Kakkar & Neha Kakkar",Queen (Original Motion Picture Soundtrack),Bollywood,2
Lonely,3:55,Akon,Heartbreakers,Pop,5
Lose Yourself,5:21,Eminem,8 Mile,Soundtrack,3
Lost,3:21,Dino James,Lost - Single,Hip-Hop/Rap,
Lost (Acoustic),4:23,Nolan Neal,The Wire,Rock,9
Lottery (Renegade),2:51,K CAMP,Lottery (Renegade) - Single,Hip-Hop/Rap,1
Love Dose,3:44,Yo Yo Honey Singh,Desi Kalakaar,Indian Pop,21
Love Is a Bitch,3:01,Two Feet,Love Is a Bitch - Single,Alternative,6
Love Lies,3:21,Khalid & Normani,"Love, Simon (Original Motion Picture Soundtrack)",R&B/Soul,37
Love Me Like You Do,4:10,Ellie Goulding,Fifty Shades of Grey (Original Motion Picture Soundtrack),Soundtrack,3
love nwantiti (ah ah ah),2:26,CKay,CKay the First,Afro-Pop,66
Love Shot,3:20,EXO,LOVE SHOT – The 5th Album Repackage - EP,K-Pop,13
Love Story,3:55,Taylor Swift,Fearless (Platinum Edition),Pop,4
Love the Way You Lie (feat. Rihanna),4:23,Eminem,Recovery (Deluxe Edition),Hip-Hop/Rap,5
Love Yourself,3:54,Justin Bieber,Purpose (Deluxe),Pop,22
lovely,3:22,Billie Eilish & Khalid,13 Reasons Why (Season 2),Alternative,24
Lovely,3:41,"Kanika Kapoor, Ravindra Upadhyay, Miraya Varma & Fateh",Happy New Year (Original Motion Picture Soundtrack),Bollywood,
Low (feat. T-Pain),3:50,Flo Rida,R.O.O.T.S.,Hip-Hop/Rap,
Lucid Dreams,4:00,Juice WRLD,Goodbye & Good Riddance,Hip-Hop/Rap,1
Luck Di Kasam,3:04,Kavita Bhanot,Luck Di Kasam - Single,Worldwide,1
Lucky Tu Lucky Me,3:23,"Sachin-Jigar, Benny Dayal, Anushka Manchanda & Varun Dhawan",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Bollywood,3
Lucky You (feat. Joyner Lucas),4:05,Eminem,Kamikaze,Hip-Hop/Rap,1
Lungi Dance,4:35,Yo Yo Honey Singh,Gujju Dance,Indian Folk,1
Lut Gaye (feat. Emraan Hashmi),3:48,Jubin Nautiyal,Lut Gaye (feat. Emraan Hashmi) - Single,Indian Pop,9
Ma Belle,2:41,AP Dhillon & Amari,Ma Belle - Single,Hip-Hop/Rap,115
Maa Da Laadla,4:05,Vishal & Shekhar & Master Saleem,Dostana (Original Motion Picture Soundtrack),Bollywood,2
Maahi Ve,4:01,A.R. Rahman,Highway (Original Motion Picture Soundtrack),Bollywood,
"Maahi Ve (From ""Kal Ho Naa Ho"")",6:07,"Shankar Mahadevan, Sadhana Sargam, Udit Narayan, Sonu Nigam, Shankar-Ehsaan-Loy & Sujata Bhattacharya",Best of Me: Sonu Nigam,Bollywood,1
Maana Dil,3:56,B. Praak & Rashmi Virag,Maana Dil - Single,Bollywood,23
Magan,3:04,"Rawal, Bharg & Encore ABJ",Sab Chahiye,Hip-Hop/Rap,16
Magenta Riddim,3:14,DJ Snake,Magenta Riddim - Single,Dance,14
Maharani,6:31,Karun,Teesri Duniya,Unknown genre,64
Maharani (feat. Arpit Bala & ReVo LEKHAK),6:30,Karun & Lambo Drive,Maharani (feat. Arpit Bala & ReVo LEKHAK) - Single,Pop,26
Maharani (feat. Arpit Bala & ReVo LEKHAK),6:30,Karun & Lambo Drive,Qabool Hai (Deluxe),Pop,10
Main Agar Kahoon,5:08,Sonu Nigam & Shreya Ghoshal,Om Shanti Om (Original Motion Picture Soundtrack),Bollywood,10
"Main Badhiya Tu Bhi Badhiya (From ""Sanju"")",4:34,"Sonu Nigam, Sunidhi Chauhan & Rohan-Rohan","Main Badhiya Tu Bhi Badhiya (From ""Sanju"") - Single",Bollywood,51
Main Bas Kehti Nahi,3:40,King,Main Bas Kehti Nahi - Single,Indie Pop,69
Main Chick (feat. Chris Brown),3:18,Kid Ink,My Own Lane,Hip-Hop/Rap,4
"Main Chick (Remix) [feat. Chris Brown, French Montana, Yo Gotti, Tyga & Lil Bibby]",5:09,Kid Ink,"Main Chick (Remix) [feat. Chris Brown, French Montana, Yo Gotti, Tyga & Lil Bibby] - Single",Hip-Hop/Rap,6
Main Dhoondne Ko Zamaane Mein,4:23,Arijit Singh,Heartless (Original Motion Picture Soundtrack),Bollywood,9
Main Hoon,3:52,Siddharth Mahadevan,Munna Michael (Original Motion Picture Soundtrack),Bollywood,1
Main Hoon Hero Tera (Armaan Malik Version),4:44,Armaan Malik,Hero (Original Motion Picture Soundtrack),Bollywood,
Main Hoon Na,6:01,Sonu Nigam & Shreya Ghoshal,Main Hoon Na (Original Motion Picture Soundtrack),Bollywood,1
Main Rahoon Ya Na Rahoon,5:09,Armaan Malik & Amaal Mallik,Main Rahoon Ya Na Rahoon - Single,Bollywood,3
Main Rang Sharbaton Ka,4:23,"Atif Aslam, Chinmayi Sripaada & Pritam",Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),Bollywood,2
Main Sharabi,4:26,Imran Aziz Mian & Yo Yo Honey Singh,Cocktail (Original Motion Picture Soundtrack),Bollywood,4
Main Tera Boyfriend,4:36,"Arijit Singh, Neha Kakkar & Meet Bros",Raabta (Original Motion Picture Soundtrack),Bollywood,1
Main Yahaan Hoon,4:55,Udit Narayan,Veer-Zaara (Original Motion Picture Soundtrack),Bollywood,
Maine Tujhko Dekha,3:27,Neeraj Shridhar & Sukriti Kakar,Golmaal Again!!! (Original Motion Picture Soundtrack),Bollywood,3
"Make Some Noise (From ""Desi Boyz"")",4:04,KK & Bob,Best of Akshay Kumar,Bollywood,6
Make You Mine,3:53,PUBLIC,Make You Mine - Single,Pop,16
Makhna,3:12,"Yo Yo Honey Singh, Neha Kakkar, Singhsta, Pinaki, Sean & Allistair",Makhna - Single,Indian Pop,112
"Malang (Title Track) [From ""Malang - Unleash the Madness""]",4:47,Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash the Madness""] - Single",Bollywood,
A Man Without Love,3:21,Engelbert Humperdinck,Release Me - The Best Of Engelbert Humperdinck,Pop,8
"Manali Trance (From ""The Shaukeens"")",3:23,Neha Kakkar & Yo Yo Honey Singh,The Neha Kakkar Collection,Bollywood,4
Manchala,3:48,"Vishal & Shekhar, Shafqat Amanat Ali & Nupur Pant",Hasee Toh Phasee (Original Motion Picture Soundtrack),Bollywood,1
Maniac,3:06,Conan Gray,Kid Krow,Pop,5
Manja,3:37,Amit Trivedi,Kai Po Che (Original Motion Picture Soundtrack) - Single,Bollywood,4
Manja (Punjabi),4:01,Sony Dhugga & Deep Jandu,Manja - Single,Indian Pop,
Manma Emotion Jaage,3:29,"Pritam, Amit Mishra, Anushka Manchanda & Antara Mitra",Dilwale (Original Motion Picture Soundtrack),Bollywood,7
Mann Bharrya,4:37,B. Praak,Mann Bharrya - Single,Indian Pop,3
Mann Bharryaa 2.0,4:26,B. Praak,Shershaah (Original Motion Picture Soundtrack),Bollywood,13
Mann Mera,3:20,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack),Bollywood,137
Manwa Laage,4:32,Shreya Ghoshal & Arijit Singh,Happy New Year (Original Motion Picture Soundtrack),Bollywood,1
Maravilha,2:09,"MC CH da Z.O, MC Hollywood & Mc Magrinho",Maravilha - Single,Brazilian,1
Maria Maria,4:40,"Sonu Nigam, Sajid, Sunidhi Chauhan & Naresh Iyer",Partner (Original Motion Picture Soundtrack),Bollywood,16
Marzi,3:48,Karun & Udbhav,Qabool Hai (Deluxe),Indian,
Mask Off,3:25,Future,FUTURE,Hip-Hop/Rap,
Mast Kalander,4:31,Mika Singh & Yo Yo Honey Singh,Mika Singh Is King,Bollywood,2
Mast Magan,4:40,Arijit Singh & Chinmayi Sripaada,2 States (Original Motion Picture Soundtrack) - EP,Bollywood,1
Mastiyaapa,3:23,Shankar-Ehsaan-Loy & Jonita Gandhi,Bandish Bandits (Original Motion Picture Soundtrack),Bollywood,
Maston Ka Jhund,4:34,Shankar-Ehsaan-Loy & Divya Kumar,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Bollywood,1
Matargashti,5:28,Mohit Chauhan,Tamasha (Original Motion Picture Soundtrack),Bollywood,2
Mauja Hi Mauja,4:05,Mika Singh,Jab We Met (Original Motion Picture Soundtrack),Bollywood,2
Meaner Girl,3:12,Anna Sofia,Self Aware Bitch - EP,Pop,
Meet Me At Our Spot,2:43,"THE ANXIETY, WILLOW & Tyler Cole",THE ANXIETY,Alternative,3
Mehbooba,2:59,"Neha Kakkar, Yasser Desai, Raftaar & Mohammed Rafi",Fukrey Returns (Original Motion Picture Soundtrack),Bollywood,23
Mek It Bunx Up (feat. Marcy Chin),3:36,DeeWunn,Mek it Bunx Up (feat. Marcy Chin) - Single,Modern Dancehall,1
Memories,3:09,Maroon 5,Memories - Single,Pop,7
Mera Intkam Dekhegi,3:01,Krishna Beura,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),Bollywood,7
Mera Mann Kehne Laga,3:47,Falak Shabbir,Nautanki Saala! (Original Motion Picture Soundtrack),Bollywood,17
Mera Yaar,5:51,Shankar-Ehsaan-Loy & Javed Bashir,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Bollywood,
Mercy,2:42,Badshah,Mercy - Single,Indian Pop,39
Mere Angne Mein,3:08,Neha Kakkar & Raja Hasan,Mere Angne Mein - Single,Indian Pop,
Mere Gully Mein,3:05,"Ranveer Singh, DIVINE, Naezy & Sez on the Beat",Gully Boy (Original Motion Picture Soundtrack),Bollywood,1
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",2:12,"Ayushmann Khurrana, Tanishk Bagchi & Vayu","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"") - Single",Bollywood,44
Mere Mehboob Qayamat Hogi,4:01,Sanam,Mere Mehboob Qayamat Hogi - Single,Indian Pop,41
Mere Naam Tu,5:39,Abhay Jodhpurkar,Zero (Original Motion Picture Soundtrack),Bollywood,5
"Mere Rashke Qamar (From ""Baadshaho"")",3:40,"Nusrat Fateh Ali Khan, Rahat Fateh Ali Khan & Tanishk Bagchi","Mere Rashke Qamar (From ""Baadshaho"") - Single",Bollywood,6
Mere Sapnon Ki Rani Kab Aayege Tu,3:55,SANAM,Mere Sapnon Ki Rani Kab Aayege Tu - Single,Indian Pop,
Mere Sohneya,3:13,Sachet Tandon & Parampara Tandon,Kabir Singh (Original Motion Picture Soundtrack),Bollywood,11
Meri Aashiqui,4:26,Palak Muchhal & Arijit Singh,Aashiqui 2 (Original Motion Picture Soundtrack),Bollywood,14
Meri Baaton Mein Tu,3:34,Anuv Jain,Meri Baaton Mein Tu - Single,Indian,
Mhmm (feat. Udbhav),3:06,Karun,Mhmm (feat. Udbhav) - Single,Worldwide,
Mi Gente,3:07,J Balvin & Willy William,Mi Gente - Single,R&B/Soul,35
MIA (feat. Drake),3:30,Bad Bunny,MIA (feat. Drake) - Single,Latino,4
MIC Drop (Steve Aoki Remix) [Full Length Edition],5:08,BTS,Love Yourself 結 'Answer',K-Pop,
The Middle,3:05,"Zedd, Maren Morris & Grey",The Middle - Single,Dance,30
MIDDLE OF THE NIGHT,3:04,Elley Duhé,MIDDLE OF THE NIGHT - Single,Pop,
Midnight River (feat. 6LACK),3:05,Pink Sweat$,Pink Moon,R&B/Soul,21
Milansaar,3:26,Udbhav,Milansaar - EP,Pop,1
Mile Ho Tum (Reprise),5:06,Neha Kakkar & Tony Kakkar,Fever (Original Motion Picture Soundtrack),Bollywood,6
Milegi Milegi,2:34,Sachin-Jigar & Mika Singh,Stree (Original Motion Picture Soundtrack) - EP,Bollywood,15
Milkshake,3:05,Kelis,Mean Girls (Original Motion Picture Soundtrack),Soundtrack,4
Million Days (feat. Claire Ridgely),3:29,SABAI & Hoang,Million Days (feat. Claire Ridgely) - Single,Dance,
Milne Hai Mujhse Aayi,4:56,Arijit Singh,Aashiqui 2 (Original Motion Picture Soundtrack),Bollywood,3
Milo Na Tum,3:31,Lata Mangeshkar & Gajendra Verma,Milo Na Tum - Single,Indian Pop,40
Mine,2:11,Bazzi,COSMIC,Pop,71
Mirador (feat. Freddy Gladieux & Squeezie),2:48,Kezah,Mirador (feat. Freddy Gladieux & Squeezie) - Single,Hip-Hop/Rap,
Mirage,3:37,Dino James,Mirage - Single,Hip-Hop/Rap,2
"Mirchi (feat. MC Altaf, Stylo G & Phenom)",3:13,DIVINE,"Mirchi (feat. MC Altaf, Stylo G & Phenom) - Single",Hip-Hop/Rap,
Mirror Masa (I Think I'm Fallin' for Ya),2:18,Dathan,Mirror Masa (I Think I'm Fallin' for Ya) - Single,R&B/Soul,1
Mirza (Tota Myna) [feat. Raftaar & Rashmeet Kaur],4:16,Nucleya,Mirza (Tota Myna) [feat. Raftaar & Rashmeet Kaur] - Single,Dance,
Mishri,3:20,Anuv Jain,Mishri - Single,Singer/Songwriter,37
MMM MMM (feat. Atl Jacob),2:17,Kali,MMM MMM (feat. Atl Jacob) - Single,Hip-Hop/Rap,
Mo Bamba,3:04,Sheck Wes,MUDBOY,Hip-Hop/Rap,51
Mockingbird,4:11,Eminem,Curtain Call,Hip-Hop/Rap,24
Mockingbird,4:11,Eminem,Encore (Deluxe Version),Hip-Hop/Rap,8
Moh Moh Ke Dhaage (Male Version),5:25,Papon,Dum Laga Ke Haisha (Original Motion Picture Soundtrack),Bollywood,15
Mohabbat Barsa De,4:34,"Arjun, Arijit Singh & Samira Koppikar",Creature 3D (Original Motion Picture Soundtrack),Bollywood,56
Mona,3:43,Craig McLachlan & Check 1-2,Mona - Single,Pop,2
MONEY,2:48,LISA,LALISA - Single,K-Pop,
Monobina,3:36,"Yasser Desai, Shashaa Tirupati, Monali Thakur & Farhad Bhiwandiwala",Gold (Original Motion Picture Soundtrack),Bollywood,22
The Monster (feat. Rihanna),4:10,Eminem,The Marshall Mathers LP2 (Deluxe Version),Hip-Hop/Rap,6
MONTERO (Call Me By Your Name),2:18,Lil Nas X,MONTERO (Call Me By Your Name) - Single,Pop,54
Mood (feat. iann dior),2:21,24kGoldn,El Dorado,Hip-Hop/Rap,4
Moonlight,2:15,XXXTENTACION,?,Pop,
"Morni Banke (From ""Badhaai Ho"")",3:18,Guru Randhawa & Neha Kakkar,Absolutely Ayushmann,Bollywood,17
Morph,4:19,twenty one pilots,Trench,Alternative,9
Most Wanted Munda,3:28,Meet Bros & Earl Edgar,Ki & Ka (Original Motion Picture Soundtrack),Bollywood,
Move,3:00,Raftaar,Mr. Nair,Soundtrack,112
Mujh Mein Tu,4:23,Keerthi Sagathia,Special 26 (Original Motion Picture Soundtrack),Bollywood,1
Mujhko Mila (feat. Chaar Diwaari) [Bonus Track],3:21,Karun & Gnrs,Qabool Hai (Deluxe),Alternative Rap,
Mundiyan,3:30,Navraj Hans & Palak Muchhal,Baaghi 2 (Original Motion Picture Soundtrack),Bollywood,17
Muqabala Muqabala,2:24,Mano & Swarnalatha,Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack),Bollywood,1
"Muqabla (From ""Street Dancer 3D"")",2:56,"Yash Narvekar, Parampara Tandon & Tanishk Bagchi","Muqabla (From ""Street Dancer 3D"") - Single",Bollywood,6
Muskurane (Romantic),5:34,Jeet Gannguli & Arijit Singh,Citylights (Original Motion Picture Soundtrack),Bollywood,
My Dil Goes Mmmm,7:33,"Vishal & Shekhar, Gayatri Iyer & Shaan",Salaam Namaste (Original Motion Picture Soundtrack),Bollywood,
my future,3:28,Billie Eilish,my future - Single,Alternative,
"My Money Don't Jiggle Jiggle, It Folds",1:12,MADAX,"My Money Don't Jiggle Jiggle, It Folds - Single",Hip-Hop/Rap,
My Neck My Back Turkish (Remix),2:39,Eduardo XD,My Neck My Back Turkish (Remix) - Single,Latin,
Myself,2:48,Bazzi,COSMIC,Pop,10
Mystery of Love,4:09,Sufjan Stevens,Call Me By Your Name (Original Motion Picture Soundtrack),Soundtrack,
Na Ja,3:28,Pav Dharia,Na Ja - Single,Indian,83
Na Na Na Na,3:30,J Star,Na Na Na Na - Single,Indian Pop,15
Naach Meri Rani (feat. Nora Fatehi),3:33,"Guru Randhawa, Tanishk Bagchi & Nikhita Gandhi",Naach Meri Rani (feat. Nora Fatehi) - Single,Indian Pop,6
Naagin,2:37,"Vayu, Aastha Gill, Akasa & Puri",Naagin - Single,Indian Pop,145
Naah,3:10,Harrdy Sandhu,Naah - Single,Indian Pop,89
"Naah Goriye (From ""Bala"")",3:05,"B. Praak, Harrdy Sandhu & Swasti Mehul","Naah Goriye (From ""Bala"") - Single",Bollywood,2
Nach Nach,2:33,Gippy Grewal,Nach Nach - Single,Indian Pop,
Nachan Farrate,4:35,Meet Bros & Kanika Kapoor,All Is Well (Original Motion Picture Soundtrack),Bollywood,1
Nachange Saari Raat Non Stop Bollywood Dandiya-2016,1:05:13,"Aditi Singh Sharma, Aman Trikha, Amaal Mallik, Amit Mishra, Arijit Singh, Armaan Malik, Darshan Rawal, Devi Sri Prasad, Earl Edgar, Jonita Gandhi, Kanika Kapoor, Meet Bros, Mika Singh, Mithoon, M.M. Manasi, Mohammed Irfan, Neeti Mohan, Neha Kakkar, Palak ",Nachange Saari Raat Non Stop Bollywood Dandiya-2016,Bollywood,
Nachdi (feat. Arjun),2:51,Sukhbir,Nachdi (feat. Arjun) - Single,Regional Indian,1
Nachdi Phira,4:15,Meghna Mishra,Secret Superstar (Original Motion Picture Soundtrack),Bollywood,3
"Nachi Nachi (From ""Street Dancer 3D"")",3:20,"Neeti Mohan, Dhvani Bhanushali, Millind Gaba & Sachin-Jigar","Nachi Nachi (From ""Street Dancer 3D"") - Single",Bollywood,6
Nadaan Parinde,6:24,A.R. Rahman & Mohit Chauhan,Rockstar (Original Motion Picture Soundtrack),Bollywood,
Nadiyon Paar (Let the Music Play Again),2:44,"Sachin-Jigar, Rashmeet Kaur, Shamur & IP Singh",Roohi (Original Motion Picture Soundtrack),Bollywood,1
Nagada Nagada,3:48,Sonu Nigam & Javed Ali,Jab We Met (Original Motion Picture Soundtrack),Bollywood,1
Nagin Dance,3:45,Anmol Malik,Bajatey Raho (Original Motion Picture Soundtrack) - EP,Bollywood,2
Nah Nah Nah,2:56,Haschak Sisters,Nah Nah Nah - Single,Pop,
Nai Chaida,2:56,Lisa Mishra,Nai Chaida - Single,Indian Pop,4
Nai Chaiye,2:17,D₹V,Dhruv Rajpal,Hip-Hop/Rap,2
"Naina (From ""Dangal"")",3:46,Arijit Singh,The Arijit Singh Collection,Bollywood,10
Naina da Kya Kasoor,3:31,Amit Trivedi,Andhadhun (Original Motion Picture Soundtrack),Bollywood,9
Naino Ne Baandhi,4:02,Yasser Desai & Arko,Gold (Original Motion Picture Soundtrack),Bollywood,37
Nashay (feat. Rashim Anand & Toorjo Dey),5:40,Udbhav,Nashay (feat. Rashim Anand & Toorjo Dey) - Single,R&B/Soul,38
Nashe Si Chadh Gayi,4:05,Arijit Singh,Befikre (Original Motion Picture Soundtrack),Bollywood,3
Nawabi (Expert Jatt Returns),2:52,Nawab,Nawabi (Expert Jatt Returns) - Single,Indian Pop,1
Nazar Na Lag Jaaye,3:26,Sachin-Jigar & Ash King,Stree (Original Motion Picture Soundtrack),Bollywood,24
Nazrein Milaana Nazrein Churaana,3:55,"Benny Dayal, Satish Chakravarthy, Sayonara, Darshana, Svetha, Bhargavi & Anupama",Jaane Tu... Ya Jaane Na (Original Motion Picture Soundtrack),Bollywood,2
Need To Know,3:31,Doja Cat,Planet Her,Pop,
Need You Now,3:56,Lady A,Need You Now,Country,
"Neele Neele Ambar Par (From ""Kalaakaar"")",5:20,Kishore Kumar & Kalyanji-Anandji,MasterWorks - Kishore Kumar,Bollywood,3
Never Ending Story,2:05,Gaten Matarazzo & Gabriella Pizzolo,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",Soundtrack,26
New Rules,3:29,Dua Lipa,Dua Lipa (Deluxe),Pop,18
next 2 me,2:33,Armaan Malik,next 2 me - Single,Pop,
Nico And The Niners,3:45,twenty one pilots,Trench,Alternative,28
Nikle Currant,3:33,Jassie Gill & Neha Kakkar,Nikle Currant - Single,Punjabi Pop,40
Nit Khair Manga,3:48,Rahat Fateh Ali Khan,Raid (Original Motion Picture Soundtrack),Bollywood,4
Nit Nit,4:06,Jasleen Royal,Nit Nit - Single,Indian Pop,
No Competition (feat. DIVINE),3:26,Jass Manak,No Competition,Punjabi,4
No Idea (DJ Purpberry Chopped and Screwed),3:16,Don Toliver,No Idea (DJ Purpberry Chopped and Screwed) - Single,Hip-Hop/Rap,1
No Lie (feat. Dua Lipa),3:41,Sean Paul,Mad Love: The Prequel,Reggae,1
NO LOVE,2:50,Shubh,NO LOVE - Single,Punjabi Pop,9
No One Compares to You,3:03,Jack & Jack,A Good Friend Is Nice,Pop,
No Roots,3:56,Alice Merton,No Roots - EP,Indie Rock,3
No Scrubs (feat. Joanna Jones),3:22,Unlike Pluto,No Scrubs (feat. Joanna Jones) - Single,Electronic,
O Meri Mehbooba Mehbooba Mehbooba,6:27,Mohammed Rafi,Dharam Veer (Original Soundtrack),Soundtrack,2
O Saathi,4:12,Atif Aslam,Baaghi 2 (Original Motion Picture Soundtrack),Bollywood,8
O Saiyyan,4:38,Ajay-Atul & Roop Kumar Rathod,Agneepath (Original Motion Picture Soundtrack),Bollywood,
O Saki Saki,3:11,"Neha Kakkar, Tulsi Kumar & B. Praak",Batla House (Original Motion Picture Soundtrack),Bollywood,22
Often,4:09,The Weeknd,Beauty Behind the Madness,R&B/Soul,1
Oh Girl You're Mine…….,3:56,"Tarun Sagar, Alyssa Mendonsa & Loy Mendonsa",Housefull (Original Motion Picture Soundtrack),Bollywood,23
Oh Nanana Challenge,2:13,Bonde R300,Oh Nanana Challenge,Pop Latino,3
On My Own,2:37,Kayan,On My Own - Single,Pop,102
On My Way,3:14,"Alan Walker, Sabrina Carpenter & Farruko",On My Way - Single,Dance,3
On the Floor (feat. Pitbull),4:45,Jennifer Lopez,LOVE? (Deluxe Edition),Pop,1
The One and Only,3:50,Snoop Dogg,Paid Tha Cost to Be Da Bo$$,Hip-Hop/Rap,
One Bottle Down,3:17,Yo Yo Honey Singh,One Bottle Down - Single,Worldwide,4
One Dance (feat. Wizkid & Kyla),2:54,Drake,Views,Hip-Hop/Rap,36
One Love,3:27,Blue,One Love,Pop/Rock,
One Right Now,3:13,Post Malone & The Weeknd,Twelve Carat Toothache,Hip-Hop/Rap,
Oo Bolega Ya Oo Oo Bolega,3:46,Kanika Kapoor,Pushpa the Rise Part - 01 (Original Motion Picture Soundtrack),Bollywood,1
Oonchi Hai Building 2.0,3:25,Anu Malik & Neha Kakkar,Judwaa 2 (Original Motion Picture Soundtrack),Bollywood,4
Opaul,2:21,Freddie Dredd,Opaul - Single,Hip-Hop/Rap,
The Other Side,3:34,Hugh Jackman & Zac Efron,The Greatest Showman (Original Motion Picture Soundtrack),Soundtrack,2
Otro Trago (feat. Darell & Nicky Jam) [feat. Darell & Nicky Jam],4:48,"Sech, Ozuna & Anuel AA",Otro Trago (Remix) [feat. Darell & Nicky Jam] - Single,Latin,
Outfit,2:35,Guru Randhawa,Hits of Guru Randhawa,Indian Pop,7
Own Brand Freestyle (feat. Finch Fetti),2:34,FelixThe1st & Dreya Mac,Own Brand Freestyle (feat. Finch Fetti) - Single,Hip-Hop/Rap,7
Pa' Que Retozen,2:32,Tego Calderón,El Abayarde,Urbano latino,22
Paagal,2:51,Badshah,Paagal - Single,Indian Pop,95
Paas Aa (feat. Udbhav),4:22,Rashim Anand,Paas Aa (feat. Udbhav) - Single,Pop,4
"Pachtaoge (From ""Jaani Ve"")",3:47,Arijit Singh,"Pachtaoge (From ""Jaani Ve"") - Single",Indian Pop,72
Pagg Wala Munda,2:43,Diljit Dosanjh & Tarannum Malik,Ambarsariya (Original Movie Soundtrack),Bollywood,1
Pahadon Mein,3:45,Salman Elahi,Shaan - Single,Singer/Songwriter,4
Pain 1993 (feat. Playboi Carti),2:29,Drake,Dark Lane Demo Tapes,Hip-Hop/Rap,
"Paisa Yeh Paisa (From ""Total Dhamaal"")",3:24,"Dev Negi, Subhro J. Ganguly, Arpita Chakraborty & Gourov-Roshin","Paisa Yeh Paisa (From ""Total Dhamaal"") - Single",Bollywood,4
"Pal (From ""Jalebi"")",4:07,"Javed Mohsin, Arijit Singh & Shreya Ghoshal","Pal (From ""Jalebi"") - Single",Bollywood,11
Pal Pal Dil Ke Paas - Title Track,4:15,Arijit Singh & Parampara Thakur,Pal Pal Dil Ke Paas (Original Motion Picture Soundtrack),Bollywood,60
Palat - Tera Hero Idhar Hai,4:31,Arijit Singh,Main Tera Hero (Original Motion Picture Soundtrack),Bollywood,2
Pallo Latke,4:57,"Jyotica Tangri, Yasser Desai & Fazilpuria",Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),Bollywood,4
Panda,3:47,Desiigner,Panda - Single,Hip-Hop/Rap,
Panga,4:42,Diljit Dosanjh,The Next Level,Punjabi Pop,5
Pani Da Rang (Male Vocals),4:01,Ayushmann Khurrana,Vicky Donor (Original Motion Picture Soundtrack),Bollywood,9
"Paniyon Sa (From ""Satyameva Jayate"")",3:56,"Atif Aslam, Tulsi Kumar & Rochak Kohli","Paniyon Sa (From ""Satyameva Jayate"") - Single",Bollywood,1
Papa Jag Jayega,3:18,"Ritu Pathak, Neeraj Shridhar & Alyssa Mendonsa",Housefull (Original Motion Picture Soundtrack),Bollywood,20
Papa Toh Band Bajaye,4:14,Neeraj Shridhar,Housefull 2 (Original Motion Picture Soundtrack),Bollywood,4
Pareshaan,4:52,Shalmali Kholgade,Ishaqzaade (Original Motion Picture Soundtrack),Bollywood,1
Party All Night,4:43,Yo Yo Honey Singh,Boss (Original Motion Picture Soundtrack),Bollywood,10
Party On My Mind,3:42,"KK, Shefali Alvares, Yo Yo Honey Singh & Pritam",Race 2 (Original Motion Picture Soundtrack),Bollywood,1
Party With the Bhoothnath,5:21,Yo Yo Honey Singh,Bhoothnath Returns (Original Motion Picture Soundtrack),Bollywood,4
Pasoori,3:44,Shae Gill & Ali Sethi,Pasoori - Single,Pop,51
Passionfruit,4:59,Drake,More Life,Hip-Hop/Rap,1
Patakha Guddi,4:45,Sultana & Jyoti Nooran,Highway (Original Motion Picture Soundtrack),Bollywood,2
